user_id,rec_result
840,"[874972, 1029743, 865569, 866211, 1027569]"
423,"[874972, 1015474, 1082185, 1127831, 866211]"
2442,"[874972, 1126899, 5580793, 1127831, 961554]"
2209,"[874972, 1029743, 885290, 916122, 1136257]"
1204,"[904129, 1106523, 987562, 1004906, 844179]"
1093,"[874972, 1029743, 1013407, 1127831, 866211]"
159,"[1038663, 1096036, 923746, 5592931, 845208]"
435,"[874972, 5569230, 1117514, 1082185, 1127831]"
844,"[874972, 1127831, 5566472, 951412, 901062]"
266,"[874972, 1126899, 1104349, 961554, 1027569]"
2178,"[874972, 1139220, 1126899, 1127831, 844179]"
1589,"[874972, 919596, 970202, 1127831, 961554]"
189,"[874972, 9707498, 996156, 1082185, 1029743]"
1052,"[874972, 1106523, 825208, 1082185, 1127831]"
197,"[874972, 1126899, 9881593, 1127831, 866211]"
2288,"[874972, 861445, 7464370, 1127831, 854852]"
460,"[874972, 993466, 935342, 878996, 854852]"
2500,"[874972, 859237, 1082185, 916122, 866211]"
1325,"[874972, 961554, 832001, 854852, 878996]"
329,"[874972, 1127831, 901062, 961554, 866211]"
1395,"[874972, 6533608, 1048462, 1082185, 1127831]"
310,"[874972, 859075, 942341, 1082185, 866211]"
1981,"[874972, 1126899, 1082212, 1127831, 1004906]"
2380,"[874972, 1029743, 1122358, 1096036, 1044078]"
1960,"[904129, 839656, 1044078, 1029743, 1004906]"
297,"[874972, 1075368, 1082185, 1012587, 5569230]"
2368,"[904129, 981086, 857540, 1082185, 1127831]"
1498,"[874972, 862725, 5569471, 901062, 944836]"
1401,"[874972, 1044078, 1015694, 1082185, 1004906]"
249,"[1038663, 1029743, 1053690, 1043590, 1012587]"
2470,"[874972, 906017, 821083, 1127831, 1082185]"
2068,"[874972, 1070820, 1127831, 962568, 1026118]"
1267,"[874972, 13842090, 862349, 1127831, 944836]"
272,"[874972, 1082185, 1127831, 1029743, 866211]"
213,"[904129, 5569327, 867931, 1082185, 1029743]"
2133,"[874972, 1126899, 961003, 961554, 1004906]"
408,"[904129, 1065538, 1082185, 1004906, 1044078]"
1639,"[1038663, 1106523, 8090537, 1118533, 820122]"
1379,"[874972, 962229, 1029743, 866211, 995965]"
1983,"[874972, 1029743, 7168026, 1082185, 951590]"
419,"[874972, 1029743, 5569230, 916122, 961554]"
2219,"[874972, 1104414, 1127701, 1082185, 1127831]"
390,"[874972, 951590, 1058243, 1004906, 1044078]"
937,"[874972, 1126899, 961554, 1082185, 909714]"
228,"[874972, 5569471, 1082185, 1029743, 916122]"
1358,"[874972, 995242, 1082185, 1096036, 1044078]"
1158,"[1038663, 1049735, 8357825, 5592931, 1043590]"
879,"[874972, 903325, 862682, 909714, 901062]"
198,"[1038663, 1029743, 870547, 893018, 5592931]"
421,"[874972, 981760, 1029743, 961554, 1117514]"
1765,"[829291, 971949, 1071812, 1044078, 5568378]"
1826,"[874972, 1029743, 822785, 1012587, 5568378]"
1268,"[874972, 955431, 5569471, 1127831, 961554]"
981,"[874972, 1092937, 5582712, 916122, 1027569]"
1701,"[874972, 5568378, 5569230, 1127831, 1082185]"
2217,"[874972, 923746, 1092588, 878996, 962568]"
1952,"[1038663, 1029743, 887962, 1096036, 1082185]"
1949,"[947858, 1038038, 962229, 1043590, 820122]"
1030,"[874972, 1070820, 9487769, 1127831, 866211]"
44,"[874972, 951590, 1009187, 1106523, 1082185]"
473,"[874972, 1053016, 1056509, 1044078, 1004906]"
1688,"[904129, 1139525, 1029743, 1082185, 1096036]"
741,"[874972, 903738, 13213604, 1082185, 1026118]"
2249,"[874972, 5569845, 5572738, 1127831, 961554]"
20,"[874972, 1075368, 1126899, 1127831, 961554]"
2455,"[874972, 983795, 1029743, 1082185, 907631]"
58,"[874972, 1127831, 1106523, 995478, 1119405]"
2155,"[874972, 1126808, 843689, 1082185, 1127831]"
82,"[874972, 1119761, 849202, 1082185, 1127831]"
295,"[874972, 878996, 965267, 1082185, 1127831]"
1244,"[874972, 1075793, 999965, 1127831, 866211]"
1991,"[904129, 941183, 926905, 1029743, 1082185]"
1664,"[904129, 868764, 867309, 1029743, 844179]"
1250,"[874972, 910032, 1051781, 1082185, 1127831]"
1311,"[1038663, 1016800, 899624, 1068719, 1043590]"
355,"[874972, 899618, 1127025, 1082185, 1029743]"
2290,"[829291, 1029743, 906262, 951590, 1044078]"
873,"[1038663, 1029743, 1122358, 1118533, 923746]"
694,"[1038663, 1029743, 1037840, 1082185, 899624]"
566,"[1038663, 993638, 1029743, 1068719, 1004906]"
290,"[1038663, 873964, 962229, 1106523, 820122]"
1890,"[874972, 961554, 1126899, 901062, 944836]"
2285,"[874972, 8293343, 824005, 944836, 1119405]"
1491,"[874972, 1029743, 928749, 1127831, 908318]"
1510,"[874972, 986912, 869573, 1082185, 908318]"
1038,"[1038663, 5592931, 885290, 1043590, 923746]"
777,"[874972, 862725, 1059823, 1127831, 854852]"
611,"[874972, 8177622, 861445, 1004906, 1127831]"
774,"[874972, 936594, 936924, 1106523, 893018]"
2245,"[874972, 1082310, 961554, 951590, 965766]"
523,"[874972, 1110572, 1057260, 961554, 5569471]"
2393,"[874972, 1057260, 944836, 901062, 995478]"
845,"[874972, 8090533, 1058997, 6463874, 901062]"
2484,"[1038663, 873964, 1029743, 1043590, 844179]"
123,"[874972, 1056509, 1126899, 1127831, 1068719]"
1445,"[968072, 6034857, 8090509, 866211, 878996]"
2419,"[904129, 825994, 860248, 1082185, 916122]"
1774,"[874972, 8090537, 990797, 1082185, 907631]"
1535,"[836445, 1106523, 844179, 1085333, 1012587]"
914,"[874972, 1073150, 1044078, 1082185, 951590]"
366,"[1038663, 1092026, 989985, 1096036, 1043590]"
2304,"[874972, 861445, 1029743, 1082185, 1127831]"
516,"[874972, 1110572, 827999, 1082185, 1127831]"
1079,"[874972, 9296804, 8090956, 1004906, 1127831]"
1326,"[1038663, 1029743, 1002558, 893018, 1068719]"
1720,"[874972, 1077359, 862349, 1115175, 9835509]"
1682,"[874972, 1029743, 950384, 1082185, 1127831]"
1203,"[874972, 1106523, 951590, 1101173, 907631]"
846,"[874972, 8090521, 1133018, 5568378, 916122]"
1524,"[874972, 1126899, 5569374, 1127831, 995478]"
330,"[874972, 1074040, 995242, 1082185, 1044078]"
1004,"[874972, 859154, 995242, 1127831, 866211]"
1523,"[1038663, 1029743, 893018, 1043590, 899624]"
406,"[874972, 1082185, 1020682, 854852, 878996]"
1129,"[874972, 899115, 1037332, 1082185, 866211]"
1927,"[1038663, 951590, 5585510, 5592931, 820122]"
1306,"[1038663, 1029743, 12301839, 1043590, 1012587]"
589,"[874972, 5569230, 1122358, 1004906, 844179]"
666,"[904129, 1089066, 844179, 1082185, 1029743]"
2434,"[1038663, 923746, 1096036, 1012587, 1068719]"
412,"[1000753, 986912, 1133018, 1082185, 845208]"
1092,"[1038663, 962229, 859075, 1029743, 1012587]"
911,"[874972, 901062, 903325, 1137688, 930118]"
354,"[874972, 916122, 1050851, 907631, 995876]"
950,"[1038663, 951590, 1106523, 1043590, 820122]"
1871,"[874972, 1082185, 1026118, 1127831, 878996]"
1737,"[874972, 849003, 1082185, 1127831, 878996]"
1443,"[874972, 906844, 965050, 1127831, 961554]"
939,"[1038663, 1092026, 1106523, 1068719, 820122]"
2415,"[874972, 844165, 1068719, 1106523, 1004906]"
1778,"[874972, 1029743, 1004906, 916122, 5569230]"
1725,"[874972, 1044259, 903325, 1127831, 901062]"
510,"[874972, 1036501, 1127831, 1058997, 951412]"
942,"[874972, 1015539, 1029743, 1082185, 859075]"
1212,"[904129, 8090536, 6463907, 1082185, 1044078]"
1348,"[874972, 9242918, 866211, 854852, 961554]"
1990,"[874972, 1029743, 856942, 951412, 901062]"
1583,"[874972, 1015548, 1114653, 1082185, 1127831]"
108,"[874972, 962266, 1127831, 854852, 962568]"
1063,"[1038663, 1029743, 1082185, 1043590, 1096036]"
767,"[874972, 840361, 1042571, 1082185, 1127831]"
849,"[874972, 855202, 1058997, 951412, 7024990]"
880,"[874972, 866211, 15926775, 1029743, 916122]"
1165,"[874972, 5569471, 944139, 1029743, 1127831]"
1834,"[874972, 1029743, 944139, 899624, 907631]"
1474,"[874972, 1106523, 948119, 1012587, 8090521]"
1068,"[1038663, 987562, 991948, 1012587, 1096036]"
2128,"[874972, 1106523, 851066, 1044078, 1096036]"
2281,"[874972, 6534077, 13213082, 1127831, 951412]"
990,"[874972, 1070782, 907631, 1082185, 1127831]"
5,"[874972, 1126899, 992765, 1082185, 1127831]"
63,"[874972, 1062572, 7431408, 1082185, 1127831]"
150,"[904129, 859154, 936594, 1044078, 1082185]"
2349,"[874972, 1082185, 1070820, 961554, 916122]"
1020,"[874972, 1070820, 1082185, 901062, 1105488]"
1597,"[904129, 941883, 12523928, 1029743, 1068719]"
356,"[874972, 1049735, 997025, 1082185, 1044078]"
2267,"[874972, 1126899, 923849, 1082185, 1127831]"
87,"[874972, 1079528, 6391089, 1127831, 1082185]"
731,"[904129, 1029743, 962229, 1096036, 844179]"
1662,"[874972, 880427, 1126899, 901062, 1101706]"
391,"[874972, 1029743, 1053530, 951590, 5568378]"
2347,"[904129, 1029743, 8090521, 844179, 5568378]"
2091,"[874972, 995242, 1082185, 866211, 961554]"
2447,"[874972, 868764, 916990, 951412, 995478]"
2454,"[874972, 1059236, 969945, 1127831, 866211]"
762,"[874972, 1011300, 986912, 909714, 1126899]"
99,"[874972, 1082185, 824073, 923746, 1026118]"
627,"[874972, 954642, 897954, 1127831, 854852]"
2407,"[12810391, 1039156, 1038443, 5592931, 863447]"
69,"[874972, 951590, 1044078, 1012587, 827683]"
645,"[904129, 1053489, 1134810, 1044078, 1004906]"
1766,"[1038663, 8090537, 947201, 1106523, 1096036]"
750,"[904129, 965766, 1024731, 1029743, 951590]"
1091,"[874972, 1029743, 1075368, 5568378, 919534]"
352,"[874972, 820518, 824303, 1082185, 866211]"
1533,"[874972, 971474, 12385588, 1082185, 1127831]"
2077,"[874972, 1106523, 832001, 854852, 1127831]"
668,"[874972, 1058997, 1135460, 854852, 962568]"
1552,"[874972, 1029743, 7433888, 1127831, 1082185]"
1480,"[874972, 1029743, 1044078, 1127831, 1004906]"
2239,"[1038663, 1029743, 983584, 1096036, 899624]"
1010,"[874972, 10284966, 1052912, 916122, 909714]"
2460,"[874972, 5569230, 9803601, 1082185, 1029743]"
1610,"[874972, 1126899, 903111, 1082185, 1127831]"
643,"[874972, 1082185, 1029743, 1004906, 1044078]"
765,"[904129, 1106523, 893018, 1044078, 951590]"
749,"[904129, 1119399, 1029743, 1096036, 844179]"
584,"[904129, 1029743, 840361, 1082185, 1044078]"
1948,"[874972, 15511396, 916993, 1127831, 878996]"
1521,"[874972, 871440, 883932, 1127831, 981760]"
1061,"[1038663, 1106523, 875089, 1085333, 870547]"
1472,"[874972, 1127831, 12301268, 866211, 878996]"
346,"[874972, 1101010, 1037863, 845208, 962568]"
1561,"[874972, 825749, 848071, 1127831, 1004906]"
1231,"[874972, 961991, 1029743, 845208, 854852]"
1918,"[874972, 1029743, 1082185, 892531, 852856]"
548,"[874972, 1001333, 923746, 1127831, 1082185]"
37,"[874972, 1067695, 844165, 1082185, 1004906]"
2467,"[874972, 1126899, 8090536, 916122, 995965]"
1383,"[874972, 1135564, 909714, 1127831, 961554]"
88,"[829291, 8090521, 888104, 859075, 944317]"
94,"[874972, 939636, 992529, 1127831, 1082185]"
1134,"[874972, 1106523, 981591, 878996, 962568]"
1587,"[904129, 859075, 953539, 1082185, 1044078]"
489,"[874972, 986912, 1022254, 951412, 995478]"
2418,"[874972, 1029743, 951590, 1082185, 5569230]"
1344,"[874972, 1029743, 1082185, 1127831, 866211]"
1183,"[874972, 1065122, 1029624, 1082185, 1029743]"
574,"[874972, 914754, 1029743, 833025, 1022053]"
1750,"[874972, 1082185, 909714, 1127831, 961554]"
1464,"[874972, 854852, 893501, 1068719, 1082185]"
320,"[874972, 903325, 1024306, 1127831, 1082185]"
1829,"[874972, 914753, 995242, 1137688, 866211]"
1699,"[874972, 1089066, 1043494, 1082185, 1029743]"
1194,"[1038663, 901976, 910473, 923746, 1068719]"
2475,"[874972, 1070820, 5569471, 916122, 1027569]"
2440,"[1038663, 1092937, 1043590, 5592931, 820122]"
78,"[874972, 1082185, 5591154, 1044078, 1029743]"
1141,"[1038663, 1029743, 879755, 1068719, 1012587]"
1641,"[874972, 1126899, 1076875, 1082185, 1127831]"
2394,"[874972, 998119, 9835509, 1082185, 1127831]"
1149,"[874972, 848071, 1113675, 1127831, 878996]"
612,"[829291, 1029743, 12132648, 5569327, 859075]"
725,"[1038663, 1106523, 962568, 833025, 1043590]"
36,"[874972, 1029743, 1097991, 859075, 878996]"
95,"[12810391, 1029743, 908531, 962568, 1081177]"
839,"[874972, 888092, 1014116, 1127831, 1082185]"
1407,"[874972, 951590, 1127701, 6463874, 901062]"
312,"[874972, 1122545, 961620, 1127831, 901062]"
793,"[874972, 8090545, 1029743, 1127831, 866211]"
1279,"[836445, 951590, 969866, 899624, 1068292]"
1462,"[874972, 885290, 995242, 944836, 901062]"
1575,"[874972, 900802, 1119405, 1101706, 1137688]"
2300,"[874972, 1029743, 1082185, 866211, 961554]"
1481,"[874972, 995242, 951590, 5568378, 907631]"
1795,"[874972, 862349, 993441, 1127831, 1112238]"
1614,"[874972, 1082185, 995852, 1127831, 866211]"
1439,"[904129, 1050851, 995242, 1082185, 1044078]"
90,"[874972, 1070820, 862535, 1127831, 961554]"
967,"[1038663, 1110572, 9527160, 1106523, 1082185]"
126,"[1038663, 1096036, 951590, 1106523, 5592931]"
1944,"[874972, 1070820, 880427, 1101706, 995478]"
877,"[874972, 1126899, 981760, 944836, 1055425]"
411,"[904129, 1106523, 951590, 1044078, 1004906]"
358,"[874972, 5569230, 1106523, 1127831, 866211]"
733,"[874972, 5569471, 885697, 1127831, 1004906]"
678,"[874972, 1009449, 930118, 1082185, 1127831]"
1370,"[1000753, 5563693, 8090539, 923746, 1082185]"
171,"[904129, 987724, 1044078, 1082185, 1068719]"
1539,"[874972, 1033403, 824193, 1082185, 1127831]"
1179,"[874972, 962229, 995242, 907631, 995876]"
1408,"[874972, 951590, 8090956, 866211, 5568378]"
761,"[874972, 1106523, 905072, 962568, 1105488]"
1280,"[874972, 1123536, 1031864, 1082185, 1127831]"
1409,"[874972, 1116050, 1076608, 866211, 1029743]"
2364,"[874972, 1817725, 1082185, 1127831, 866211]"
1915,"[874972, 961554, 934369, 1127831, 1082185]"
878,"[1038663, 947798, 951590, 1012587, 827683]"
653,"[12810391, 1037840, 951590, 1068719, 923746]"
1739,"[1038663, 1106523, 5568378, 1012587, 871756]"
1454,"[874972, 878996, 1029743, 961554, 901062]"
2311,"[874972, 1029743, 1122358, 1082185, 916122]"
518,"[874972, 862732, 995242, 951590, 5569230]"
1840,"[874972, 5585510, 857697, 1082185, 1127831]"
1653,"[12810391, 1082185, 1029743, 871611, 831628]"
1384,"[1038663, 1004906, 923746, 1043590, 1082185]"
1893,"[874972, 7442004, 1080155, 1082185, 1127831]"
966,"[874972, 1074754, 1029743, 1082185, 1127831]"
1557,"[874972, 1106523, 901776, 951412, 1028816]"
1257,"[874972, 1126899, 999090, 901062, 7024990]"
1486,"[874972, 1076842, 1126899, 1082185, 1127831]"
2302,"[904129, 1029743, 901543, 1082185, 1044078]"
570,"[874972, 1029743, 1082185, 916122, 844179]"
339,"[1038663, 1106523, 1082172, 1043590, 899624]"
1941,"[1038663, 947798, 1133018, 1043590, 1012587]"
823,"[1038663, 1118946, 835578, 1068719, 1096036]"
1090,"[874972, 962229, 835098, 1082185, 866211]"
870,"[874972, 899736, 1075368, 1082185, 1029743]"
772,"[874972, 1128812, 986912, 1082185, 1127831]"
578,"[874972, 942166, 1012284, 1082185, 901062]"
75,"[874972, 1082185, 1127831, 1029743, 866211]"
1716,"[904129, 5592931, 12525019, 1082185, 5568378]"
829,"[874972, 995242, 1101010, 1127831, 916122]"
2135,"[874972, 6534074, 6391381, 854852, 901062]"
1270,"[1000753, 1106523, 1026118, 923746, 1068719]"
1398,"[874972, 9337729, 12696250, 1082185, 1127831]"
503,"[874972, 1070820, 1073150, 878996, 909714]"
912,"[874972, 8181451, 8090521, 1004906, 1068719]"
1659,"[874972, 1029743, 824005, 878996, 1082185]"
60,"[874972, 1029743, 12185599, 1127831, 1082185]"
1208,"[1038663, 1031316, 10198378, 5592931, 1004906]"
1740,"[874972, 1074333, 12946027, 1082185, 961554]"
2385,"[874972, 1029743, 1068719, 1004906, 871756]"
917,"[904129, 859237, 1082185, 1029743, 1127831]"
211,"[874972, 962229, 1133018, 981760, 965766]"
1619,"[874972, 1082185, 970160, 1026118, 962568]"
739,"[874972, 1117219, 991874, 1082185, 1127831]"
836,"[874972, 916993, 999581, 1127831, 1029743]"
103,"[1038663, 961846, 1106523, 1096036, 1068719]"
1529,"[874972, 965530, 993466, 916122, 859075]"
1450,"[874972, 9527417, 1096036, 1082185, 1004906]"
781,"[874972, 5578437, 986939, 1082185, 901062]"
545,"[874972, 934635, 1070076, 854852, 962568]"
1832,"[874972, 1082185, 1137775, 1127831, 854852]"
514,"[874972, 923169, 1127831, 854852, 962568]"
418,"[874972, 1029743, 12263788, 909714, 1136257]"
972,"[874972, 6632283, 13008334, 1082185, 1127831]"
572,"[874972, 825541, 1082185, 1127831, 866211]"
344,"[874972, 1062002, 948239, 854852, 962568]"
431,"[904129, 1070820, 1092937, 1082185, 1044078]"
1749,"[874972, 1042571, 934399, 916122, 909714]"
881,"[1038663, 1029743, 9884698, 859075, 947798]"
204,"[874972, 6034857, 1040807, 1082185, 854852]"
2070,"[874972, 834103, 1029743, 844179, 1068719]"
1343,"[904129, 1074697, 5568489, 1082185, 1044078]"
1522,"[874972, 10355865, 13158992, 1082185, 1004906]"
2059,"[874972, 1031316, 1126899, 1082185, 1004906]"
1458,"[874972, 962266, 845208, 1127831, 854852]"
1334,"[1038663, 969945, 896974, 1106523, 1043590]"
1239,"[829291, 1106523, 940947, 951590, 1101173]"
1501,"[874972, 1070820, 1082185, 1137688, 995478]"
1368,"[874972, 916122, 9297191, 1127831, 962568]"
2072,"[874972, 1070820, 893501, 1082185, 1127831]"
2056,"[874972, 1106523, 1125123, 951590, 981760]"
1621,"[829291, 1106523, 1092026, 5568378, 8090521]"
1310,"[874972, 833025, 916122, 1082185, 1127831]"
1346,"[874972, 866211, 1127831, 1082185, 961554]"
1180,"[1038663, 1029743, 923746, 1012587, 1085333]"
2404,"[874972, 1082185, 1127831, 1029743, 866211]"
1762,"[874972, 1029743, 983584, 893018, 916122]"
2279,"[874972, 947658, 1053690, 1127831, 1029743]"
547,"[874972, 924004, 1029743, 859075, 893018]"
2081,"[1038663, 1106523, 1118533, 5592931, 820122]"
868,"[874972, 5569471, 9884484, 961554, 892531]"
463,"[874972, 1051516, 857006, 1004906, 1044078]"
908,"[874972, 1057260, 1078666, 1026118, 1024306]"
148,"[874972, 5568489, 1003487, 965766, 1044078]"
1658,"[874972, 885290, 1070845, 1127831, 866211]"
1690,"[874972, 951590, 832678, 1044078, 1043590]"
644,"[874972, 821083, 1019637, 1127831, 866211]"
2145,"[874972, 997821, 866211, 901062, 961554]"
2023,"[874972, 1003699, 5569374, 1082185, 1127831]"
848,"[874972, 873627, 826666, 1082185, 1029743]"
1428,"[874972, 1029743, 1003188, 923746, 5592931]"
2243,"[874972, 971922, 1139651, 1082185, 1068719]"
1029,"[874972, 896666, 1040807, 944836, 1055425]"
1635,"[874972, 957951, 923208, 1082185, 1127831]"
2229,"[874972, 862349, 1082185, 995478, 951412]"
1032,"[874972, 982393, 906026, 1082185, 1127831]"
824,"[947858, 1106523, 923746, 1044078, 1082185]"
2370,"[874972, 981760, 1070820, 845208, 962568]"
18,"[874972, 1128477, 1116821, 901062, 995478]"
2126,"[874972, 1126711, 8090532, 951412, 878996]"
2312,"[874972, 1070820, 903325, 1101706, 944836]"
970,"[874972, 1122568, 934369, 1082185, 1127831]"
351,"[874972, 8020166, 951590, 871756, 1043590]"
1663,"[874972, 13189983, 1092118, 1082185, 866211]"
363,"[874972, 889649, 10457518, 1082185, 1004906]"
1691,"[874972, 874563, 933835, 1082185, 1004906]"
2158,"[874972, 873203, 951412, 866211, 916122]"
479,"[874972, 1037840, 1085604, 1029743, 870547]"
1562,"[874972, 1029743, 933835, 1044078, 844179]"
931,"[829291, 951590, 846830, 8090521, 952317]"
1930,"[874972, 1122358, 917427, 965766, 8090521]"
494,"[874972, 1053690, 1030093, 1082185, 1127831]"
2022,"[874972, 1029743, 1082185, 951412, 901062]"
2061,"[874972, 1053282, 9803433, 1082185, 1127831]"
621,"[968072, 1112825, 7024871, 1127831, 1082185]"
553,"[874972, 1030362, 951590, 833025, 5568378]"
380,"[1038663, 1098284, 951590, 1096036, 820122]"
1708,"[1000753, 951590, 839208, 845208, 962568]"
1175,"[874972, 8066803, 963365, 901062, 1119405]"
1497,"[874972, 1102949, 845319, 1127831, 1082185]"
2354,"[874972, 1126899, 5570685, 1119405, 6463874]"
2096,"[904129, 1082185, 962568, 1029743, 1068719]"
1573,"[874972, 944317, 1016298, 1082185, 1029743]"
1566,"[874972, 943940, 1118623, 866211, 961554]"
263,"[874972, 1029743, 1044078, 981760, 1082185]"
1216,"[874972, 1082185, 999625, 866211, 1027569]"
1305,"[829291, 1106523, 944139, 1044078, 1101173]"
1556,"[874972, 1082185, 995242, 845208, 1026118]"
1687,"[874972, 5995603, 1126899, 970030, 866211]"
1277,"[829291, 1106523, 8090521, 893018, 1012587]"
1514,"[874972, 1126899, 1082185, 1127831, 901062]"
998,"[1038663, 8090521, 1037840, 1012587, 1085333]"
209,"[1038663, 923746, 1029743, 1096036, 1004906]"
144,"[1038663, 1106523, 842423, 1012587, 1096036]"
284,"[904129, 1029743, 819978, 1082185, 951590]"
973,"[874972, 1000542, 921406, 962568, 961554]"
1891,"[874972, 1055425, 1082185, 1127831, 961554]"
1488,"[904129, 1110572, 1082185, 1096036, 1004906]"
1993,"[904129, 1018740, 1043787, 1029743, 844179]"
1753,"[1038663, 986912, 901543, 1029743, 859075]"
375,"[874972, 1058021, 8090532, 1082185, 1127831]"
1281,"[904129, 970202, 1007549, 1082185, 1029743]"
407,"[904129, 5568661, 1097001, 1082185, 1044078]"
1191,"[874972, 5569230, 890695, 854852, 981760]"
2273,"[874972, 1082185, 6979089, 866211, 854852]"
1858,"[874972, 992986, 1115175, 1127831, 944836]"
1413,"[874972, 12599756, 6552318, 1127831, 1004906]"
608,"[836445, 6979753, 1106523, 1068719, 951590]"
1112,"[874972, 1075368, 1010681, 901062, 951412]"
1440,"[1038663, 1106523, 844165, 870547, 820122]"
573,"[874972, 1106523, 8090521, 1004906, 866211]"
2043,"[1038663, 894439, 851101, 1106523, 1012587]"
512,"[1038663, 951590, 1106523, 5592931, 1012587]"
1586,"[874972, 958067, 7154535, 1127831, 1082185]"
1810,"[874972, 1108094, 7433029, 1082185, 1127831]"
2276,"[904129, 839656, 6979753, 1127831, 1004906]"
677,"[874972, 914577, 995242, 1082185, 854852]"
1898,"[874972, 820486, 1003616, 1082185, 1127831]"
127,"[874972, 1044078, 1106523, 833025, 981760]"
916,"[874972, 824193, 1058997, 1127831, 1082185]"
56,"[874972, 9803545, 1058997, 1082185, 854852]"
2348,"[874972, 861445, 10345155, 1082185, 1127831]"
1811,"[1038663, 1024489, 1106523, 1043590, 1096036]"
1860,"[874972, 1037332, 926033, 1082185, 1127831]"
1318,"[874972, 925862, 947427, 1127831, 944836]"
1844,"[874972, 8203834, 1037337, 1127831, 1082185]"
2227,"[1038663, 1029743, 962229, 1068719, 8090537]"
113,"[874972, 1070820, 976199, 995478, 1137688]"
1146,"[836445, 962967, 959985, 1082185, 5592931]"
2450,"[874972, 1070820, 1082185, 901062, 916122]"
1453,"[874972, 1138189, 1110572, 951412, 1101706]"
2067,"[904129, 983078, 909894, 1082185, 1044078]"
794,"[874972, 865026, 1042907, 1127831, 1082185]"
2082,"[874972, 1029743, 1023979, 854852, 1082185]"
1879,"[874972, 951590, 1070803, 1004906, 866211]"
658,"[874972, 1029743, 1068719, 845208, 923746]"
1889,"[874972, 1132911, 1022848, 1127831, 866211]"
815,"[1038663, 1029743, 883186, 1012587, 870547]"
717,"[904129, 861445, 1102959, 1082185, 1029743]"
1631,"[874972, 1029743, 5569327, 1012587, 1085604]"
1841,"[874972, 925350, 1062572, 878996, 1137688]"
2463,"[874972, 12302069, 917646, 1127831, 1029743]"
2342,"[874972, 866548, 1029743, 845208, 899624]"
221,"[874972, 1133018, 1043751, 1082185, 1044078]"
387,"[874972, 1126899, 8090536, 944836, 1055425]"
2174,"[904129, 1010582, 1075368, 1082185, 1029743]"
2037,"[874972, 1029743, 1068719, 923746, 845208]"
302,"[874972, 1027168, 5569327, 1127831, 916122]"
1066,"[874972, 986912, 951590, 1106523, 1044078]"
106,"[874972, 1127179, 8090521, 1082185, 866211]"
594,"[1038663, 1106523, 8090537, 1043590, 1004906]"
422,"[874972, 1029743, 882247, 1127831, 866211]"
1303,"[874972, 1029743, 1005172, 1127831, 1082185]"
2204,"[1038663, 951590, 859075, 1096036, 923746]"
143,"[874972, 5569230, 1043920, 1012587, 12301100]"
2162,"[874972, 6395907, 1029743, 1112238, 907631]"
808,"[874972, 1029743, 1016800, 1127831, 866211]"
1496,"[874972, 951590, 1029743, 1082185, 5568378]"
685,"[874972, 1097398, 13115971, 1082185, 1068719]"
1302,"[874972, 998119, 9677149, 1082185, 1127831]"
1076,"[874972, 8090521, 1090931, 951590, 1029743]"
1696,"[874972, 1091926, 1029743, 944836, 1055425]"
1668,"[874972, 1106523, 835098, 1127831, 854852]"
1307,"[874972, 986912, 6514279, 961554, 866211]"
713,"[874972, 1029743, 962229, 866211, 844179]"
1798,"[874972, 866211, 970605, 951412, 995478]"
1540,"[874972, 911311, 1130777, 1044078, 1012587]"
1150,"[874972, 1029743, 1060408, 1068719, 1044078]"
1054,"[874972, 8090532, 6979415, 866211, 961554]"
449,"[904129, 1048462, 1029743, 1082185, 1127831]"
941,"[874972, 938849, 1052325, 1127831, 1082185]"
1099,"[874972, 8090521, 9526410, 1029743, 1044078]"
466,"[874972, 1068719, 918368, 1106523, 1082185]"
1397,"[836445, 918046, 1106523, 965766, 934639]"
1777,"[874972, 989249, 1126899, 878996, 854852]"
1992,"[874972, 1057260, 857176, 1127831, 1082185]"
269,"[1038663, 1139782, 962229, 1029743, 1043590]"
856,"[874972, 8180927, 990797, 1044078, 1081177]"
2211,"[874972, 1126899, 1082185, 901062, 995478]"
1240,"[874972, 824005, 1081177, 7024990, 942778]"
184,"[874972, 896085, 5572234, 1127831, 1004906]"
817,"[874972, 1070820, 1092588, 951412, 995478]"
722,"[874972, 1133018, 920958, 951412, 1137688]"
2183,"[874972, 1082185, 1093490, 854852, 961554]"
2398,"[874972, 5578856, 891118, 1082185, 1127831]"
31,"[874972, 1057260, 1040807, 961554, 1082185]"
16,"[874972, 12263788, 12263439, 1082185, 1127831]"
1804,"[874972, 1029743, 1127831, 854852, 1081177]"
1582,"[874972, 6034991, 916122, 1119405, 7024990]"
661,"[874972, 1138292, 1004596, 1106523, 965766]"
262,"[904129, 1058997, 1124971, 5568378, 833025]"
2084,"[874972, 6034857, 1127831, 961554, 1082185]"
2351,"[874972, 821083, 1048727, 1026118, 6034857]"
1846,"[904129, 5569471, 1029743, 1082185, 844179]"
306,"[874972, 1056509, 962229, 1004906, 1106523]"
45,"[1038663, 8090537, 9368337, 1043590, 1096036]"
1376,"[874972, 1029743, 1034176, 916122, 1105488]"
582,"[874972, 5569230, 1021324, 878996, 961554]"
137,"[874972, 866211, 1126899, 878996, 962568]"
275,"[874972, 1106523, 918638, 1044078, 845208]"
2250,"[904129, 1029743, 1048483, 1044078, 1004906]"
